,path,value,color
1111,root/MY GABA/RO-RPA Pkd2l1 Gaba/RO-RPA Pkd2l1 Gaba_1,1,#998845
1112,root/CB GABA/DCO Il22 Gly-Gaba/DCO Il22 Gly-Gaba_1,1,#00FF71
1113,root/CB GABA/DCO Il22 Gly-Gaba/DCO Il22 Gly-Gaba_2,1,#4E1F66
1114,root/CB GABA/DCO Il22 Gly-Gaba/DCO Il22 Gly-Gaba_3,1,#E0FF26
1115,root/CB GABA/CB PLI Gly-Gaba/CB PLI Gly-Gaba_1,1,#E626FF
1116,root/CB GABA/CB PLI Gly-Gaba/CB PLI Gly-Gaba_2,1,#5CB6CC
1117,root/CB GABA/CB PLI Gly-Gaba/CB PLI Gly-Gaba_3,1,#1F6628
1118,root/CB GABA/CB PLI Gly-Gaba/CB PLI Gly-Gaba_4,1,#5D662E
1119,root/CB GABA/CBX Golgi Gly-Gaba/CBX Golgi Gly-Gaba_1,1,#992F2E
1120,root/CB GABA/CBX MLI Megf11 Gaba/CBX MLI Megf11 Gaba_1,1,#246600
1121,root/CB GABA/CBX MLI Megf11 Gaba/CBX MLI Megf11 Gaba_2,1,#911799
1122,root/CB GABA/CBX MLI Cdh22 Gaba/CBX MLI Cdh22 Gaba_1,1,#3DA4CC
1123,root/CB GABA/CBX Purkinje Gaba/CBX Purkinje Gaba_1,1,#5ddbdd
1124,root/CB GABA/CBX Purkinje Gaba/CBX Purkinje Gaba_2,1,#CC0030
1125,root/CB Glut/CB Granule Glut/CB Granule Glut_1,1,#177399
1126,root/CB Glut/CB Granule Glut/CB Granule Glut_2,1,#66632E
1127,root/CB Glut/DCO UBC Glut/DCO UBC Glut_1,1,#0F6635
1128,root/Astro-Epen/Bergmann NN/Bergmann NN_1,1,#991769
1129,root/Astro-Epen/Astro-CB NN/Astro-CB NN_1,1,#FFB526
1130,root/Astro-Epen/Astro-NT NN/Astro-NT NN_1,1,#350099
1131,root/Astro-Epen/Astro-NT NN/Astro-NT NN_2,1,#1F8ECC
1132,root/Astro-Epen/Astro-TE NN/Astro-TE NN_1,1,#FFB173
1133,root/Astro-Epen/Astro-TE NN/Astro-TE NN_2,1,#FF263B
1134,root/Astro-Epen/Astro-TE NN/Astro-TE NN_3,1,#a8afa5
1135,root/Astro-Epen/Astro-TE NN/Astro-TE NN_4,1,#604a55
1136,root/Astro-Epen/Astro-TE NN/Astro-TE NN_5,1,#B97300
1137,root/Astro-Epen/Astro-OLF NN/Astro-OLF NN_1,1,#26FF8F
1138,root/Astro-Epen/Astro-OLF NN/Astro-OLF NN_2,1,#E17300
1139,root/Astro-Epen/Astro-OLF NN/Astro-OLF NN_3,1,#A200CC
1140,root/Astro-Epen/Astroependymal NN/Astroependymal NN_1,1,#00C7CC
1141,root/Astro-Epen/Astroependymal NN/Astroependymal NN_2,1,#FF003D
1142,root/Astro-Epen/Astroependymal NN/Astroependymal NN_3,1,#FFD873
1143,root/Astro-Epen/Tanycyte NN/Tanycyte NN_1,1,#26FFBF
1144,root/Astro-Epen/Tanycyte NN/Tanycyte NN_2,1,#86CC5C
1145,root/Astro-Epen/Tanycyte NN/Tanycyte NN_3,1,#ff99c8
1146,root/Astro-Epen/Ependymal NN/Ependymal NN_1,1,#f7f18a
1147,root/Astro-Epen/Ependymal NN/Ependymal NN_2,1,#949945
1148,root/Astro-Epen/Hypendymal NN/Hypendymal NN_1,1,#C5FF73
1149,root/Astro-Epen/CHOR NN/CHOR NN_1,1,#FF514D
1150,root/OPC-Oligo/OPC NN/OPC NN_1,1,#CC0049
1151,root/OPC-Oligo/OPC NN/OPC NN_2,1,#564860
1152,root/OPC-Oligo/Oligo NN/COP NN_1,1,#609945
1153,root/OPC-Oligo/Oligo NN/NFOL NN_2,1,#008199
1154,root/OPC-Oligo/Oligo NN/MFOL NN_3,1,#1F6566
1155,root/OPC-Oligo/Oligo NN/MOL NN_4,1,#371FCC
1156,root/OEC/OEC NN/OEC NN_1,1,#3D5266
1157,root/Vascular/ABC NN/ABC NN_1,1,#553D66
1158,root/Vascular/VLMC NN/VLMC NN_1,1,#66391F
1159,root/Vascular/VLMC NN/VLMC NN_2,1,#4D5CFF
1160,root/Vascular/VLMC NN/VLMC NN_3,1,#2E665B
1161,root/Vascular/VLMC NN/VLMC NN_4,1,#FF99B6
1162,root/Vascular/Peri NN/Peri NN_1,1,#2F00CC
1163,root/Vascular/SMC NN/SMC NN_1,1,#FF8F73
1164,root/Vascular/Endo NN/Endo NN_1,1,#00992A
1165,root/Immune/Microglia NN/Microglia NN_1,1,#62CC3D
1166,root/Immune/BAM NN/BAM NN_1,1,#32662E
1167,root/Immune/Monocytes NN/Monocytes NN_1,1,#C299FF
1168,root/Immune/DC NN/DC NN_1,1,#FF999F
1169,root/Immune/Lymphoid NN/B cells NN_1,1,#660028
1170,root/Immune/Lymphoid NN/ILC NN_2,1,#00CC1C
1171,root/Immune/Lymphoid NN/NK cells NN_3,1,#99CAFF
1172,root/Immune/Lymphoid NN/T cells NN_4,1,#995E2E
1173,root,1,grey
